Datetime,Open,High,Low,Close,Volume,fisher 20,fisher 10,RSI 16,RSI 21,MACD macd line,MACD signal line,ret
2021-05-12 13:10:00+05:30,32646.19922,32660.25,32629.75,32630.90039,0,1.263238809,-0.562402569,53.19031,52.31929894,17.44143381,18.77483483,0
2021-05-12 13:15:00+05:30,32633.05078,32660.84961,32610.19922,32618.15039,0,1.220253846,-0.521803004,51.31669303,50.8945694,15.58531772,18.1339047,0
2021-05-12 13:20:00+05:30,32616.55078,32632.65039,32600.34961,32630.34961,0,0.993838872,-0.626391365,53.00612273,52.20221313,14.90731032,17.48613863,0
2021-05-12 13:25:00+05:30,32627.09961,32630.09961,32604.25,32605.15039,0,0.691536114,-0.750486783,49.24106796,49.35180338,12.23250498,16.43222665,0
2021-05-12 13:30:00+05:30,32604.25,32625.40039,32595,32614.30078,0,0.378269513,-1.038428931,50.60016979,50.38474427,10.71521002,15.28605204,0
2021-05-12 13:35:00+05:30,32617.84961,32619.15039,32546.84961,32554.15039,0,-0.061091868,-1.427523491,42.60190026,44.16744368,4.68138842,13.16100889,0
2021-05-12 13:40:00+05:30,32554.80078,32555.05078,32520.80078,32537.40039,0,-0.575534229,-1.851190411,40.69138036,42.62936919,-1.415111464,10.24126673,0
2021-05-12 13:45:00+05:30,32538.05078,32570.84961,32532.55078,32562.34961,0,-0.979541172,-1.996854569,44.63613384,45.59259377,-4.210995492,7.347231647,0
2021-05-12 13:50:00+05:30,32561.75,32596.30078,32544.15039,32579.59961,0,-1.151375271,-1.789208587,47.22489526,47.55897431,-4.994110504,4.876516339,0
2021-05-12 13:55:00+05:30,32583.5,32627.34961,32577.94922,32620.65039,0,-1.014185073,-1.282546215,52.82433644,51.90260347,-2.313675853,3.437337666,0
2021-05-12 14:00:00+05:30,32622.40039,32671.90039,32622.40039,32665.09961,0,-0.59714699,-0.554109447,57.97427688,56.04212597,3.320322785,3.413919847,0
2021-05-12 14:05:00+05:30,32660.84961,32665.69922,32627.34961,32630.69922,0,-0.175684123,0.131770806,53.18164653,52.37882208,4.978893949,3.727073455,0
2021-05-12 14:10:00+05:30,32632.25,32638.55078,32611.75,32620,0,0.200458372,0.559866076,51.76204189,51.28406249,5.375682816,4.056929132,-0.000327888
2021-05-12 14:15:00+05:30,32619.25,32654.40039,32619.25,32638.75,0,0.594195393,0.935230783,54.05462636,53.08825599,7.10819186,4.66737978,0.000574801
2021-05-12 14:20:00+05:30,32637.34961,32648,32605.34961,32634,0,0.864248458,1.14811121,53.36921966,52.57036934,8.008376466,5.335752637,-0.000145533
2021-05-12 14:25:00+05:30,32632.19922,32637.05078,32616.90039,32627.34961,0,1.053909172,1.274665673,52.3773799,51.82711723,8.095556509,5.887828073,-0.000203787
2021-05-12 14:30:00+05:30,32628.19922,32663.75,32619.25,32625.5,0,1.332439225,1.498849753,52.09019064,51.6140165,7.924944669,6.295319098,-5.67E-05
2021-05-12 14:35:00+05:30,32625.09961,32634.30078,32555.65039,32600,0,1.163030614,1.110151742,48.20340137,48.71443688,5.679400814,6.172119065,-0.000781597
2021-05-12 14:40:00+05:30,32597.19922,32598.94922,32567.90039,32578.80078,0,0.837759815,0.451947896,45.21185478,46.43722913,2.17410394,5.372431003,-0.000650283
2021-05-12 14:45:00+05:30,32580.55078,32580.75,32538.90039,32554.34961,0,0.386387445,-0.199870501,42.00466844,43.94914794,-2.53688272,3.790433677,-0.000750524
2021-05-12 14:50:00+05:30,32552.5,32554.30078,32469.40039,32469.40039,0,-0.177945018,-0.795004037,33.2609693,36.76352524,-12.94161762,0.443795657,0
2021-05-12 14:55:00+05:30,32468.44922,32489.59961,32380,32391.90039,0,-0.736482868,-1.335177159,27.65830884,31.78532642,-27.09932772,-5.065128954,0.002392573
2021-05-12 15:00:00+05:30,32390.15039,32501.69922,32356,32501.69922,0,-1.262167978,-1.832915091,42.33683912,43.22245493,-29.1602324,-9.88435955,0
2021-05-12 15:05:00+05:30,32501.80078,32504.30078,32442.55078,32461.75,0,-1.44684195,-1.871589402,39.24631518,40.62058685,-33.6165831,-14.63096966,0
2021-05-12 15:10:00+05:30,32460.94922,32468.34961,32442.09961,32463.15039,0,-1.59325522,-1.898268882,39.41169105,40.75186146,-36.61323034,-19.02754435,0
2021-05-12 15:15:00+05:30,32459.44922,32472.80078,32452.30078,32462.19922,0,-1.659900777,-1.866392951,39.33411861,40.6877099,-38.61907399,-22.94593766,0
2021-05-12 15:20:00+05:30,32460,32477.65039,32444.44922,32470.55078,0,-1.697821665,-1.775786767,40.43219227,41.53619625,-39.08607322,-26.17402236,0
2021-05-12 15:25:00+05:30,32469.59961,32470.30078,32449.25,32454.59961,0,-1.727576106,-1.677299988,38.99425106,40.37780043,-40.2750854,-28.99427522,0
2021-05-14 09:15:00+05:30,32495.15039,32606.15039,32364.90039,32582.84961,0,-1.606451616,-1.366281299,53.25248844,51.74019569,-30.5440755,-29.30423882,0
2021-05-14 09:20:00+05:30,32581.15039,32622,32427.69922,32430.34961,0,-1.30137583,-0.67218579,41.07594906,41.79546865,-34.70716634,-30.38483419,0
2021-05-14 09:25:00+05:30,32430,32511.09961,32402.09961,32439.25,0,-1.276918908,-0.470213403,41.90294999,42.47305498,-36.86470578,-31.68081798,0
2021-05-14 09:30:00+05:30,32438.65039,32438.65039,32306.15039,32336.5,0,-1.512921978,-0.685490822,35.7281194,37.22069612,-46.31393682,-34.60745886,0
2021-05-14 09:35:00+05:30,32336.05078,32480.44922,32311.30078,32456.19922,0,-1.716438766,-0.908391229,45.67560958,45.46930495,-43.65916832,-36.41780922,0
2021-05-14 09:40:00+05:30,32457.55078,32500.94922,32435.15039,32435.94922,0,-1.539805693,-0.716544045,44.43459697,44.43228789,-42.69402444,-37.67305696,0
2021-05-14 09:45:00+05:30,32431.30078,32543.65039,32375.5,32537.75,0,-1.335881455,-0.482007872,51.50073056,50.40315024,-33.34404552,-36.80725208,0
2021-05-14 09:50:00+05:30,32536.69922,32565,32500.5,32547.80078,0,-0.95311102,0.015754606,52.14166323,50.9495314,-24.83810987,-34.4134179,0
2021-05-14 09:55:00+05:30,32546.59961,32558,32493.59961,32507.94922,0,-0.535611315,0.520446778,49.38161447,48.71523269,-21.06536255,-31.74380172,-0.001224401
2021-05-14 10:00:00+05:30,32508.15039,32544.84961,32494.80078,32544.30078,0,-0.174450278,0.94439897,51.86095292,50.7824588,-14.97349021,-28.38973428,0.001118236
2021-05-14 10:05:00+05:30,32544.90039,32562.75,32479.25,32524.44922,0,0.1759785,1.302492385,50.42231777,49.63522871,-11.61169715,-25.03412274,-0.000609986
2021-05-14 10:10:00+05:30,32531.90039,32531.90039,32445.19922,32458.94922,0,0.420855375,1.349601662,45.93742418,46.03245606,-14.06457192,-22.84021042,-0.00201387
2021-05-14 10:15:00+05:30,32452.55078,32537.5,32430.44922,32537.5,0,0.569739993,1.268793225,51.4602895,50.5519948,-9.566509708,-20.1854682,0.002420004
2021-05-14 10:20:00+05:30,32536,32536.94922,32498.34961,32498.55078,0,0.834563115,1.351252504,48.82235845,48.43995205,-9.037395796,-17.95585232,-0.001197056
2021-05-14 10:25:00+05:30,32498.69922,32501.15039,32440.55078,32454.94922,0,0.852301771,0.856952011,46.00630684,46.17248861,-11.9948637,-16.76365399,-0.001341646
2021-05-14 10:30:00+05:30,32455.09961,32511.94922,32454.34961,32508.80078,0,0.849943044,0.42949423,49.81944299,49.25306485,-9.883005302,-15.3875237,0.001659271
2021-05-14 10:35:00+05:30,32510.40039,32516.80078,32447,32447,0,0.835202492,-0.00224187,45.85526735,46.07558043,-13.04191489,-14.91840179,-0.001901048
2021-05-14 10:40:00+05:30,32443.44922,32457.09961,32405.34961,32438.05078,0,0.589623923,-0.518615796,45.29852031,45.62800921,-16.08155852,-15.1510332,-0.00027581
2021-05-14 10:45:00+05:30,32438.80078,32453.25,32408.44922,32424.84961,0,0.318054041,-1.035489334,44.44935885,44.95168648,-19.33211858,-15.98725044,-0.000406966
2021-05-14 10:50:00+05:30,32424.75,32440.30078,32375.44922,32391.25,0,-0.013002967,-1.530760034,42.29675658,43.23888135,-24.33714961,-17.65723055,0
2021-05-14 10:55:00+05:30,32388.5,32428.15039,32362.40039,32413.15039,0,-0.373994775,-2.002634991,44.17634565,44.68146035,-26.23503233,-19.37279113,0
2021-05-14 11:00:00+05:30,32413.84961,32435.80078,32355.84961,32363.15039,0,-0.697676596,-2.440098349,40.92960841,42.11556616,-31.40944909,-21.78012298,0
2021-05-14 11:05:00+05:30,32364.65039,32376.75,32309.59961,32351.34961,0,-1.118930092,-2.870854341,40.18607175,41.52462109,-36.0463914,-24.6333769,0
2021-05-14 11:10:00+05:30,32352.94922,32379.15039,32335.40039,32347.94922,0,-1.45694502,-2.836056131,39.9629361,41.34908045,-39.53961877,-27.61462548,0
2021-05-14 11:15:00+05:30,32348.75,32373.59961,32340.40039,32358.5,0,-1.728075999,-2.703030913,41.04633588,42.14588419,-40.98453543,-30.28860761,0
2021-05-14 11:20:00+05:30,32360.59961,32373.55078,32316.59961,32370.19922,0,-2.066054812,-2.803453785,42.27833143,43.04674284,-40.71659076,-32.37420433,0
2021-05-14 11:25:00+05:30,32369.25,32406.34961,32341.19922,32377.34961,0,-2.083280802,-2.267133639,43.0541533,43.61023115,-39.47243447,-33.79385041,0
2021-05-14 11:30:00+05:30,32377,32378.75,32335.34961,32347.40039,0,-2.151331,-1.988912259,40.61523862,41.79177758,-40.43613032,-35.12230643,0
2021-05-14 11:35:00+05:30,32347.5,32348.5,32212.19922,32244.30078,0,-2.405881019,-2.081785055,33.62164013,36.31789674,-48.95224377,-37.88829396,0
2021-05-14 11:40:00+05:30,32243.25,32248.65039,32196.69922,32238.5,0,-2.747407876,-2.349545221,33.27774677,36.03903023,-55.52910842,-41.41645691,0
2021-05-14 11:45:00+05:30,32236.75,32237.30078,32171.09961,32234.15039,0,-3.128438543,-2.698178742,33.00771624,35.82246725,-60.39595203,-45.21235599,0
2021-05-14 11:50:00+05:30,32235.34961,32282.69922,32214.09961,32217.44922,0,-2.886171272,-2.359086399,31.946018,34.97512969,-64.85265234,-49.1404153,0
2021-05-14 11:55:00+05:30,32217.05078,32254.15039,32195.05078,32219.40039,0,-2.768496842,-2.184428222,32.21771144,35.16326054,-67.44965617,-52.80226351,0
2021-05-14 12:00:00+05:30,32217.59961,32217.59961,32141.94922,32147.84961,0,-2.92402141,-2.321683725,27.86610634,31.63868304,-74.42220589,-57.12625202,0
2021-05-14 12:05:00+05:30,32146.34961,32200.15039,32142.5,32147.69922,0,-3.212121469,-2.607098898,27.85767037,31.63168565,-79.04886713,-61.51077507,0
2021-05-14 12:10:00+05:30,32149,32225.09961,32125.69922,32200.34961,0,-3.460688619,-2.870569236,35.18496599,36.7720815,-77.57359654,-64.72333937,0
2021-05-14 12:15:00+05:30,32200.75,32251.80078,32174.84961,32233.65039,0,-3.025172993,-2.516383096,39.34145905,39.77906675,-72.87767933,-66.35420737,0
2021-05-14 12:20:00+05:30,32235,32260.94922,32207.30078,32248.15039,0,-2.475567808,-1.779090349,41.09590148,41.06060325,-67.21149789,-66.52566548,0
2021-05-14 12:25:00+05:30,32250.44922,32255.84961,32221.75,32231.59961,0,-1.996363023,-0.958282301,39.69794265,40.03940306,-63.32632982,-65.88579834,0
2021-05-14 12:30:00+05:30,32231,32245.55078,32190.84961,32191.15039,0,-1.724749673,-0.452767739,36.46435409,37.63733471,-62.78700567,-65.26603981,0
2021-05-14 12:35:00+05:30,32195.15039,32277.05078,32191.84961,32244.09961,0,-1.494995242,0.008075251,42.95264636,42.38794951,-57.42557432,-63.69794671,0
2021-05-14 12:40:00+05:30,32244.94922,32287.90039,32224.65039,32287.90039,0,-1.203508883,0.53594391,47.66816975,45.96335363,-49.07691352,-60.77374007,0
2021-05-14 12:45:00+05:30,32286.55078,32286.80078,32248.84961,32269.09961,0,-0.911394905,1.057058539,45.92991739,44.71273084,-43.47627725,-57.3142475,0
2021-05-14 12:50:00+05:30,32270.09961,32284.25,32255.69922,32273.05078,0,-0.667355998,1.553609142,46.36833138,45.04270452,-38.27769355,-53.50693671,0
2021-05-14 12:55:00+05:30,32274.30078,32294.84961,32236,32261.69922,0,-0.4976297,1.921172886,45.24412002,44.24609024,-34.67397019,-49.7403434,0
2021-05-14 13:00:00+05:30,32262.55078,32266.09961,32210.90039,32248.69922,0,-0.472952775,1.519069308,43.94266454,43.32471539,-32.49234301,-46.29074332,0
2021-05-14 13:05:00+05:30,32249.30078,32289.5,32224.59961,32284.80078,0,-0.410814819,1.315273961,48.34413864,46.56905462,-27.53313177,-42.53922101,0
2021-05-14 13:10:00+05:30,32283.94922,32305.75,32262.80078,32262.80078,0,0.016432575,1.468149496,45.99657898,44.92357379,-25.08880152,-39.04913711,0
2021-05-14 13:15:00+05:30,32263,32263,32217.80078,32249.65039,0,0.23175018,1.085047327,44.61523854,43.94892327,-23.93677843,-36.02666537,0
2021-05-14 13:20:00+05:30,32249.90039,32277.65039,32228.44922,32257,0,0.420587847,0.683813099,45.58936054,44.65358233,-22.17515294,-33.25636289,0
2021-05-14 13:25:00+05:30,32256.65039,32271.30078,32238.55078,32271.30078,0,0.583946681,0.341367237,47.50564466,46.0395573,-19.40151445,-30.4853932,0
2021-05-14 13:30:00+05:30,32270.90039,32318.30078,32257.25,32316.15039,0,0.941654177,0.516852779,53.03845827,50.15026788,-13.42977803,-27.07427016,0
2021-05-14 13:35:00+05:30,32315.55078,32317.05078,32232,32232.75,0,1.226377101,0.653878914,43.86750446,43.65660062,-15.25072009,-24.70956015,0
2021-05-14 13:40:00+05:30,32233.55078,32247.34961,32178.75,32186.44922,0,0.95732862,0.244118113,39.79296207,40.5927028,-20.19692687,-23.80703349,0
2021-05-14 13:45:00+05:30,32185.15039,32254.75,32182.80078,32251.65039,0,0.624460791,-0.229029601,47.16449158,46.17793344,-18.64097711,-22.77382222,0
2021-05-14 13:50:00+05:30,32252.80078,32256.15039,32217.40039,32240.84961,0,0.287075081,-0.476042031,46.16573739,45.4349478,-18.07106195,-21.83327016,0
2021-05-14 13:55:00+05:30,32241.65039,32241.65039,32150,32153.19922,0,-0.222020186,-0.877247092,39.01428126,39.95690134,-24.41041068,-22.34869827,0
2021-05-14 14:00:00+05:30,32154.94922,32182.75,32119.90039,32168.55078,0,-0.753707426,-1.324964151,40.7295815,41.2593554,-27.87436662,-23.45383194,-0.000477223
2021-05-14 14:05:00+05:30,32167.30078,32193.25,32153.19922,32186.40039,0,-1.076525922,-1.528591115,42.72743434,42.7748408,-28.84677637,-24.53242082,0
2021-05-14 14:10:00+05:30,32185.94922,32191.69922,32152.69922,32175.90039,0,-1.286540789,-1.6269222,41.84245733,42.1038984,-30.11747877,-25.64943241,0
2021-05-14 14:15:00+05:30,32174.30078,32213.19922,32173.80078,32199.15039,0,-1.261684876,-1.494737463,44.55484141,44.14100118,-28.91517056,-26.30258004,0
2021-05-14 14:20:00+05:30,32199.55078,32209.59961,32159,32159.44922,0,-1.233458505,-1.365461357,41.06633017,41.52156965,-30.81064009,-27.20419205,0
2021-05-14 14:25:00+05:30,32161.59961,32175.05078,32135.19922,32168.30078,0,-1.434840623,-1.493873773,42.14364255,42.32283195,-31.23848287,-28.01105022,0
2021-05-14 14:30:00+05:30,32167.09961,32202.94922,32167.09961,32200.5,0,-1.439258329,-1.319489986,45.97561281,45.19125723,-28.64914718,-28.13866961,0
2021-05-14 14:35:00+05:30,32200.80078,32261.94922,32198.90039,32243.44922,0,-1.095252382,-0.720854929,50.62814264,48.76025137,-22.8678969,-27.08451507,0
2021-05-14 14:40:00+05:30,32244.55078,32250.90039,32201.5,32201.55078,0,-0.757428181,-0.097492985,46.46433793,45.71129389,-21.42009017,-25.95163009,0
2021-05-14 14:45:00+05:30,32202.30078,32308.05078,32199.30078,32285.15039,0,-0.349827482,0.50683554,54.43922598,51.99950186,-13.37286103,-23.43587627,0
2021-05-14 14:50:00+05:30,32281.5,32284.25,32240.69922,32247.15039,0,0.058190024,1.063788559,50.77218831,49.27544239,-9.946947757,-20.73809057,-0.001177012
2021-05-14 14:55:00+05:30,32247.75,32260,32208.09961,32220.15039,0,0.256420748,1.230274065,48.30606935,47.42205075,-9.303287771,-18.45113001,-0.000837283
2021-05-14 15:00:00+05:30,32225.69922,32240.09961,32162.5,32200.75,0,0.18810668,0.987032772,46.57230024,46.11347014,-10.24056429,-16.80901687,-0.00060212
2021-05-14 15:05:00+05:30,32203.34961,32204.25,32161.30078,32180.44922,0,-0.046659241,0.569141601,44.77843635,44.75650742,-12.47761151,-15.9427358,-0.000630444
2021-05-14 15:10:00+05:30,32176,32177.5,32132.94922,32169.30078,0,-0.453455804,-0.00571063,43.79040498,44.00974997,-14.97741228,-15.74967109,-0.000346435
2021-05-14 15:15:00+05:30,32169,32184.25,32166.44922,32176.65039,0,-0.723431834,-0.42234301,44.64922955,44.64902567,-16.17897485,-15.83553184,0.000228467
2021-05-14 15:20:00+05:30,32174.5,32194.30078,32145.30078,32174.09961,0,-0.950284547,-0.769936132,44.398101,44.46402096,-17.13947298,-16.09632007,-7.93E-05
2021-05-14 15:25:00+05:30,32173.55078,32177.65039,32148.65039,32163.34961,0,-1.192039228,-1.1134028,43.30322159,43.66342546,-18.55422014,-16.58790008,-0.00033412
2021-05-17 09:15:00+05:30,32437.84961,32489.40039,32328.15039,32485,0,-0.672825975,-0.638286468,68.2736614,64.01777851,6.207311021,-12.02885786,0.010000525
2021-05-17 09:20:00+05:30,32483.5,32529.30078,32458.44922,32515.30078,0,-0.04631006,-0.032476885,69.61821928,65.25932825,27.95376811,-4.032332669,0.000932762
2021-05-17 09:25:00+05:30,32513.34961,32572.05078,32499.30078,32557.44922,0,0.555224118,0.559246104,71.41561918,66.92610868,48.03527169,6.381188202,0.001296265
2021-05-17 09:30:00+05:30,32553.09961,32688.90039,32553.09961,32680.5,0,1.108571621,1.107963393,75.86249916,71.16670263,73.03718279,19.71238712,0.003779497
2021-05-17 09:35:00+05:30,32675.69922,32695.65039,32637.09961,32664.05078,0,1.618646883,1.615879763,74.216177,69.90858256,90.48105936,33.86612157,-0.000503334
2021-05-17 09:40:00+05:30,32662.80078,32733.05078,32656.94922,32722.05078,0,2.095865419,2.092113039,76.16185752,71.75711198,107.7435435,48.64160595,0.001775652
2021-05-17 09:45:00+05:30,32714.34961,32761.15039,32693.25,32704.34961,0,2.549764865,2.545578743,74.33575677,70.3718059,118.6283812,62.638961,-0.000540955
2021-05-17 09:50:00+05:30,32702.34961,32725.84961,32692.80078,32716.40039,0,2.839414492,2.833780899,74.77495548,70.77511322,126.7658072,75.46433024,0.000368476
2021-05-17 09:55:00+05:30,32716.44922,32723.19922,32679.90039,32683.69922,0,2.972251177,2.964581365,71.24581621,68.13256406,129.0880286,86.18906992,-0.000999535
2021-05-17 10:00:00+05:30,32687.5,32801.69922,32680.94922,32799.75,0,3.248816917,3.240200777,75.60433371,72.02472601,138.6939167,96.69003929,0.003550724
2021-05-17 10:05:00+05:30,32798.30078,32853.55078,32785.35156,32851.35156,0,3.594715179,3.585672559,77.24055811,73.53389508,148.7556867,107.1031688,0.00157323
2021-05-17 10:10:00+05:30,32852.39844,32887.05078,32826.85156,32886.19922,0,3.973625796,3.964400557,78.2894724,74.50899803,157.723477,117.2272304,0.001060768
2021-05-17 10:15:00+05:30,32885.5,32918.39844,32872.89844,32915.39844,0,4.367954754,4.358658401,79.14837645,75.30934805,165.2813784,126.83806,0.000887887
2021-05-17 10:20:00+05:30,32917.14844,32923.44922,32839,32851.14844,0,4.383386449,3.977879564,72.42349862,70.21581431,164.1939211,134.3092322,-0.001951974
2021-05-17 10:25:00+05:30,32853.05078,32893.85156,32842.14844,32884.14844,0,4.123952369,3.332704418,73.65006611,71.26397321,164.1032392,140.2680336,0.001004531
2021-05-17 10:30:00+05:30,32885.89844,32895.89844,32844.19922,32870.55078,0,3.889272596,2.845309511,72.23786666,70.19519353,161.0773584,144.4298986,-0.000413502
2021-05-17 10:35:00+05:30,32866.14844,32895.05078,32862.14844,32894,0,3.785284515,2.598670379,73.18370037,70.983185,158.7416024,147.2922394,0.000713381
2021-05-17 10:40:00+05:30,32894.25,32959.64844,32892.25,32946.25,0,3.940203882,2.69369955,75.1924785,72.67349557,159.2706543,149.6879223,0.001588436
2021-05-17 10:45:00+05:30,32945.94922,32950.89844,32925,32941.44922,0,4.22316406,2.954092934,74.64447274,72.26735735,157.4871352,151.2477649,0
2021-05-17 10:50:00+05:30,32942.19922,32960.35156,32912.55078,32919.85156,0,4.507800173,3.215724148,72.12213787,70.40866326,152.5721789,151.5126477,0
2021-05-17 10:55:00+05:30,32917.94922,32927.85156,32889.44922,32892.5,0,4.037207278,2.513227365,68.97371577,68.08029336,144.8008278,150.1702837,0
2021-05-17 11:00:00+05:30,32888.60156,32946.64844,32885.69922,32939.05078,0,3.657222754,1.957712804,71.25198857,69.86137352,140.7754567,148.2913183,0
2021-05-17 11:05:00+05:30,32940.89844,32987.94922,32937.25,32981.44922,0,3.676212546,1.922102214,73.1662816,71.38817413,139.3996033,146.5129753,0
2021-05-17 11:10:00+05:30,32982.69922,32983.44922,32942.44922,32948.14844,0,3.892563352,2.131678896,69.30022213,68.52529095,134.0765868,144.0256976,0
2021-05-17 11:15:00+05:30,32949.64844,33008.30078,32949.10156,32987.89844,0,4.206201442,2.454982516,71.23542685,70.03159615,131.5491297,141.530384,0
2021-05-17 11:20:00+05:30,32988.05078,33029.35156,32973,33020.39844,0,4.567564883,2.829618549,72.73436021,71.21426746,130.6623821,139.3567836,0
2021-05-17 11:25:00+05:30,33024.14844,33042.39844,33009.25,33019.85156,0,4.952183415,3.226388622,72.66639425,71.16464724,128.4349812,137.1724232,0
2021-05-17 11:30:00+05:30,33015.85156,33057.85156,32994.14844,33046,0,5.348026464,3.631936232,73.90980751,72.13925842,127.3121329,135.2003651,0
2021-05-17 11:35:00+05:30,33045.60156,33082,33043.39844,33058.64844,0,5.749213984,4.04037428,74.50813645,72.60946327,125.9905489,133.3584019,0
2021-05-17 11:40:00+05:30,33053,33066.60156,33025.35156,33039.19922,0,4.720219246,3.56078481,71.80713791,70.68341773,121.9678267,131.0802868,0
2021-05-17 11:45:00+05:30,33035.75,33098.05078,33026.75,33092.85156,0,4.397645161,3.51948123,74.52456284,72.77518829,121.7061298,129.2054554,0
2021-05-17 11:50:00+05:30,33094.44922,33106.30078,33076.69922,33080.19922,0,4.441914517,3.706679648,72.76045629,71.5117624,119.1048291,127.1853302,0
2021-05-17 11:55:00+05:30,33082.80078,33086.5,33061.10156,33077,0,3.897068846,3.23623801,72.29886403,71.18366031,115.4542447,124.8391131,0
2021-05-17 12:00:00+05:30,33075.44922,33097.05078,33062.44922,33082.80078,0,3.53661778,2.880140874,72.63462926,71.43319164,111.7411222,122.2195149,0
2021-05-17 12:05:00+05:30,33077.25,33116.44922,33077.25,33116.35156,0,3.566034399,2.918005415,74.5386205,72.86042432,110.2349915,119.8226102,0
2021-05-17 12:10:00+05:30,33114.89844,33136.19922,33095.85156,33118,0,3.788029179,3.148268119,74.63112511,72.9301957,107.9302344,117.4441351,0
2021-05-17 12:15:00+05:30,33116.60156,33137.35156,33098.89844,33133.35156,0,4.104772186,3.471782891,75.51480279,73.59400928,106.1191643,115.1791409,0
2021-05-17 12:20:00+05:30,33132.05078,33134,33085.64844,33097.64844,0,3.970372753,3.17734286,69.50842689,69.43597108,100.6427882,112.2718704,0
2021-05-17 12:25:00+05:30,33096.5,33135.5,33093.44922,33111.60156,0,3.933864811,3.038181605,70.48698794,70.12853067,96.318323,109.0811609,0
2021-05-17 12:30:00+05:30,33113.5,33136.44922,33093.10156,33129.30078,0,3.950078491,2.942577025,71.71519781,71.00363928,93.24446741,105.9138222,0
2021-05-17 12:35:00+05:30,33128.89844,33136.39844,33108.30078,33120.55078,0,4.164065215,3.107084922,70.17518167,69.94004852,89.07555549,102.5461688,0
2021-05-17 12:40:00+05:30,33119.94922,33122.35156,33084.60156,33103.10156,0,3.579632478,2.405503701,67.10971822,67.81306298,83.4022479,98.71738466,0
2021-05-17 12:45:00+05:30,33106.05078,33177.89844,33095.19922,33170.60156,0,3.498417681,2.286889493,72.13272349,71.35183441,83.3915094,95.65220961,0
2021-05-17 12:50:00+05:30,33172.25,33178.30078,33150.44922,33171.25,0,3.665980505,2.449022997,72.1762651,71.38356966,82.4844926,93.01866621,0
2021-05-17 12:55:00+05:30,33170.39844,33173.14844,33139.55078,33149.35156,0,3.562376605,2.384121486,68.33036933,68.68555164,79.08698923,90.23233081,0
2021-05-17 13:00:00+05:30,33151.05078,33198.39844,33138.44922,33188.69922,0,3.718524619,2.57053204,71.2649713,70.76990726,78.66269492,87.91840363,0
2021-05-17 13:05:00+05:30,33190.39844,33195.64844,33168.64844,33178.05078,0,4.002779451,2.876940399,69.40839023,69.45621251,76.58438179,85.65159926,0
2021-05-17 13:10:00+05:30,33178,33193.80078,33095.39844,33108.35156,0,3.094720044,2.177812725,58.72661322,61.59767899,68.52326688,82.22593279,0
2021-05-17 13:15:00+05:30,33101.85156,33122.10156,33046.55078,33099.39844,0,1.955012917,1.174949921,57.51384065,60.67180189,60.71247736,77.9232417,0
2021-05-17 13:20:00+05:30,33099.5,33117.14844,33066.14844,33070.69922,0,1.064877778,0.35728324,53.720608,57.75016045,51.61163691,72.66092074,0
