,Open,High,Low,Close,Adj Close,Volume
2021-08-04 10:30:00-04:00,284.7749938964844,285.6199951171875,284.6499938964844,285.2510070800781,285.2510070800781,1875064
2021-08-04 11:30:00-04:00,285.2300109863281,286.7250061035156,285.07000732421875,286.32000732421875,286.32000732421875,1590857
2021-08-04 12:30:00-04:00,286.3299865722656,287.0299987792969,286.135009765625,286.74200439453125,286.74200439453125,1167807
2021-08-04 13:30:00-04:00,286.7699890136719,287.1199951171875,286.3299865722656,287.09991455078125,287.09991455078125,1356359
2021-08-04 14:30:00-04:00,287.0899963378906,287.5882873535156,286.75,286.9368896484375,286.9368896484375,1601207
2021-08-04 15:30:00-04:00,286.9414978027344,287.2200012207031,286.3900146484375,286.4599914550781,286.4599914550781,1534508
2021-08-05 09:30:00-04:00,286.8800048828125,288.2799987792969,286.1000061035156,288.20001220703125,288.20001220703125,3306002
2021-08-05 10:30:00-04:00,288.2200012207031,288.82000732421875,287.8699951171875,288.1400146484375,288.1400146484375,1861543
2021-08-05 11:30:00-04:00,288.1600036621094,288.42999267578125,287.95001220703125,288.2650146484375,288.2650146484375,1288094
2021-08-05 12:30:00-04:00,288.25,288.6400146484375,288.0400085449219,288.6000061035156,288.6000061035156,985465
2021-08-05 13:30:00-04:00,288.5985107421875,289.0299987792969,288.4100036621094,288.8500061035156,288.8500061035156,1341066
2021-08-05 14:30:00-04:00,288.8399963378906,289.05999755859375,288.6400146484375,288.760009765625,288.760009765625,1332474
2021-08-05 15:30:00-04:00,288.7550048828125,289.6300048828125,288.7138977050781,289.54998779296875,289.54998779296875,1744833
2021-08-06 09:30:00-04:00,288.5050048828125,289.5,288.0400085449219,288.6099853515625,288.6099853515625,3469076
2021-08-06 10:30:00-04:00,288.6499938964844,288.8299865722656,287.6238098144531,288.30999755859375,288.30999755859375,1665858
2021-08-06 11:30:00-04:00,288.29998779296875,288.5181884765625,287.9100036621094,288.3299865722656,288.3299865722656,1088825
2021-08-06 12:30:00-04:00,288.3299865722656,288.4700012207031,288.0400085449219,288.1470031738281,288.1470031738281,859033
2021-08-06 13:30:00-04:00,288.1449890136719,288.4800109863281,288.0299987792969,288.110107421875,288.110107421875,949324
2021-08-06 14:30:00-04:00,288.1099853515625,288.6499938964844,288.0249938964844,288.6499938964844,288.6499938964844,1236239
2021-08-06 15:30:00-04:00,288.6400146484375,289.489990234375,288.6099853515625,289.4599914550781,289.4599914550781,1829945
