,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,price_in,time_in,type,price_out,time_out,stocks,open,profit,last day Close
186,186.0,,,362.1,2021-07-21 03:45:03,long,362.1,2021-07-21 03:46:01,ZENSARTECH,362.5,0.0,364.7000122070313
187,187.0,,,301.2,2021-07-21 03:45:03,long,301.2,2021-07-21 03:46:01,GHCL,301.3500061035156,0.0,301.20001220703125
188,188.0,,,116.4,2021-07-21 03:45:03,long,116.4,2021-07-21 03:46:01,APOLLO,117.0,0.0,116.9000015258789
189,189.0,,,176.0,2021-07-21 03:45:03,long,176.0,2021-07-21 03:46:01,GICHSGFIN,178.8000030517578,0.0,178.64999389648438
190,190.0,,,92.3,2021-07-21 03:45:03,long,92.3,2021-07-21 03:46:01,GIPCL,93.3499984741211,0.0,93.3499984741211
191,191.0,,,664.6,2021-07-21 03:45:03,long,664.6,2021-07-21 03:46:01,NEWGEN,664.5999755859375,0.0,664.5999755859375
192,192.0,,,578.45,2021-07-21 03:45:03,long,578.45,2021-07-21 03:46:01,GMBREW,584.4000244140625,0.0,584.8499755859375
193,193.0,,,295.1,2021-07-21 03:45:03,long,295.1,2021-07-21 03:46:01,FMGOETZE,296.6499938964844,0.0,296.3999938964844
194,194.0,,,618.2,2021-07-21 03:45:03,short,618.2,2021-07-21 03:46:01,KANSAINER,602.9000244140625,0.0,603.5499877929688
195,195.0,,,161.35,2021-07-21 03:45:03,long,161.35,2021-07-21 03:46:01,GREAVESCOT,162.60000610351562,0.0,162.10000610351562
196,196.0,,,455.95,2021-07-21 03:45:03,long,455.95,2021-07-21 03:46:01,GUJALKALI,459.5,0.0,459.5
197,197.0,,,404.45,2021-07-21 03:45:03,short,404.45,2021-07-21 03:46:01,AMBUJACEM,404.5499877929688,0.0,405.6000061035156
198,198.0,,,208.3,2021-07-21 03:45:05,long,208.3,2021-07-21 03:46:01,HARRMALAYA,210.25,0.0,210.0500030517578
199,199.0,,,54.6,2021-07-21 03:45:05,long,54.6,2021-07-21 03:46:01,MARINE,54.59999847412109,0.0,54.84999847412109
200,200.0,,,383.0,2021-07-21 03:45:05,long,383.0,2021-07-21 03:46:01,HINDALCO,386.25,0.0,385.7999877929688
201,201.0,,,118.05,2021-07-21 03:45:05,long,118.05,2021-07-21 03:46:01,HINDOILEXP,119.0999984741211,0.0,118.9000015258789
202,202.0,,,252.7,2021-07-21 03:45:05,long,252.7,2021-07-21 03:46:01,HSIL,255.8500061035156,0.0,255.3999938964844
203,203.0,,,333.0,2021-07-21 03:45:05,long,333.0,2021-07-21 03:46:01,HINDZINC,332.20001220703125,0.0,332.25
204,204.0,,,143.0,2021-07-21 03:45:05,long,143.0,2021-07-21 03:46:01,INDHOTEL,145.64999389648438,0.0,145.64999389648438
205,205.0,,,196.45,2021-07-21 03:45:05,short,196.45,2021-07-21 03:46:01,INDIACEM,196.8999938964844,0.0,196.6499938964844
206,206.0,,,691.3,2021-07-21 03:45:05,long,691.3,2021-07-21 03:46:01,INDIAGLYCO,696.6500244140625,0.0,697.0
207,207.0,,,223.0,2021-07-21 03:45:05,long,223.0,2021-07-21 03:46:01,INDIANHUME,225.0,0.0,225.6000061035156
208,208.0,,,96.4,2021-07-21 03:45:05,long,96.4,2021-07-21 03:46:01,RKEC,96.0,0.0,96.0
209,209.0,,,53.7,2021-07-21 03:45:05,long,53.7,2021-07-21 03:46:01,MGEL,55.0,0.0,55.0
210,210.0,,,474.3,2021-07-21 03:45:05,long,474.3,2021-07-21 03:46:01,HGINFRA,478.7000122070313,0.0,478.6000061035156
211,211.0,,,129.95,2021-07-21 03:45:05,long,129.95,2021-07-21 03:46:01,ITI,131.0500030517578,0.0,130.9499969482422
212,212.0,,,109.9,2021-07-21 03:45:05,long,109.9,2021-07-21 03:46:01,JAYSREETEA,110.6999969482422,0.0,110.9000015258789
213,213.0,,,1024.95,2021-07-21 03:45:05,short,1024.95,2021-07-21 03:46:01,JINDALPOLY,1043.949951171875,0.0,1044.0
214,214.0,,,273.1,2021-07-21 03:45:05,long,273.1,2021-07-21 03:46:01,KANPRPLA,273.0,0.0,272.8500061035156
215,215.0,,,346.5,2021-07-21 03:45:05,long,346.5,2021-07-21 03:46:01,AWHCL,346.1000061035156,0.0,346.5
216,216.0,,,158.25,2021-07-21 03:45:05,short,158.25,2021-07-21 03:46:01,KCP,156.4499969482422,0.0,156.8000030517578
217,217.0,,,87.9,2021-07-21 03:45:05,long,87.9,2021-07-21 03:46:01,KESORAMIND,88.6500015258789,0.0,88.75
218,218.0,,,585.25,2021-07-21 03:45:05,long,585.25,2021-07-21 03:46:01,ACRYSIL,581.9500122070312,0.0,582.0
219,219.0,,,1037.8,2021-07-21 03:45:05,long,1037.8,2021-07-21 03:46:01,KSB,1046.3499755859375,0.0,1045.8499755859375
220,220.0,,,177.6,2021-07-21 03:45:05,long,177.6,2021-07-21 03:46:01,LIBERTSHOE,178.39999389648438,0.0,178.1999969482422
221,221.0,,,194.4,2021-07-21 03:45:05,long,194.4,2021-07-21 03:46:01,AHLADA,198.0,0.0,198.0
222,222.0,,,760.2,2021-07-21 03:45:05,long,760.2,2021-07-21 03:46:01,M&M,758.9500122070312,0.0,758.5999755859375
223,223.0,,,131.4,2021-07-21 03:45:05,long,131.4,2021-07-21 03:46:01,CHENNPETRO,132.75,0.0,132.4499969482422
224,224.0,,,536.85,2021-07-21 03:45:05,long,536.85,2021-07-21 03:46:01,HOMEFIRST,535.4000244140625,0.0,535.4000244140625
225,225.0,,,435.45,2021-07-21 03:45:07,short,435.45,2021-07-21 03:46:01,MANGLMCEM,443.5499877929688,0.0,443.4500122070313
226,226.0,,,76.75,2021-07-21 03:45:07,long,76.75,2021-07-21 03:46:01,SUNDARMHLD,76.75,0.0,76.6500015258789
227,227.0,,,65.55,2021-07-21 03:45:07,long,65.55,2021-07-21 03:46:01,MOREPENLAB,65.5999984741211,0.0,65.55000305175781
228,228.0,,,45.5,2021-07-21 03:45:07,long,45.5,2021-07-21 03:46:01,MRPL,45.79999923706055,0.0,45.95000076293945
229,229.0,,,87.55,2021-07-21 03:45:07,long,87.55,2021-07-21 03:46:01,NCC,88.44999694824219,0.0,88.44999694824219
230,230.0,,,99.0,2021-07-21 03:45:07,long,99.0,2021-07-21 03:46:01,SMCGLOBAL,99.0,0.0,98.9499969482422
231,231.0,,,296.95,2021-07-21 03:45:07,long,296.95,2021-07-21 03:46:01,SANDHAR,303.1000061035156,0.0,303.1000061035156
232,232.0,,,49.8,2021-07-21 03:45:07,long,49.8,2021-07-21 03:46:01,CENTRUM,51.0,0.0,50.95000076293945
233,233.0,,,250.55,2021-07-21 03:45:07,long,250.55,2021-07-21 03:46:01,BCLIND,252.0,0.0,251.5
234,234.0,,,40.3,2021-07-21 03:45:07,long,40.3,2021-07-21 03:46:01,LEMONTREE,40.75,0.0,40.5
235,235.0,,,799.1,2021-07-21 03:45:07,short,799.1,2021-07-21 03:46:01,HERANBA,785.2000122070312,0.0,785.0
236,236.0,,,230.45,2021-07-21 03:45:07,long,230.45,2021-07-21 03:46:01,PHILIPCARB,232.5,0.0,232.5
237,237.0,,,74.1,2021-07-21 03:45:07,long,74.1,2021-07-21 03:46:01,PRAKASH,74.80000305175781,0.0,74.8499984741211
238,238.0,,,142.8,2021-07-21 03:45:07,short,142.8,2021-07-21 03:46:01,PRSMJOHNSN,143.6999969482422,0.0,143.1999969482422
239,239.0,,,587.8,2021-07-21 03:45:07,short,587.8,2021-07-21 03:46:01,JUBLINGREA,576.9000244140625,0.0,576.9000244140625
240,240.0,,,411.35,2021-07-21 03:45:07,long,411.35,2021-07-21 03:46:01,EASEMYTRIP,412.0499877929688,0.0,412.6000061035156
241,241.0,,,371.45,2021-07-21 03:45:07,short,371.45,2021-07-21 03:46:01,RSWM,356.8999938964844,0.0,356.04998779296875
242,242.0,,,781.2,2021-07-21 03:45:07,long,781.2,2021-07-21 03:46:01,ANURAS,778.7000122070312,0.0,778.2000122070312
243,243.0,,,253.0,2021-07-21 03:45:07,long,253.0,2021-07-21 03:46:01,LXCHEM,252.6999969482422,0.0,252.6999969482422
244,244.0,,,683.3,2021-07-21 03:45:07,long,683.3,2021-07-21 03:46:01,RANEHOLDIN,680.25,0.0,680.25
245,245.0,,,453.1,2021-07-21 03:45:07,long,453.1,2021-07-21 03:46:01,RAYMOND,458.5499877929688,0.0,457.3999938964844
246,246.0,,,80.3,2021-07-21 03:45:07,long,80.3,2021-07-21 03:46:01,RCF,80.94999694824219,0.0,81.0
247,247.0,,,50.15,2021-07-21 03:45:07,long,50.15,2021-07-21 03:46:01,RICOAUTO,50.150001525878906,0.0,50.20000076293945
248,248.0,,,749.6,2021-07-21 03:45:07,long,749.6,2021-07-21 03:46:01,RIIL,759.5999755859375,0.0,759.9000244140625
249,249.0,,,266.55,2021-07-21 03:45:07,long,266.55,2021-07-21 03:46:01,RUBYMILLS,275.0,0.0,274.5
250,250.0,,,122.85,2021-07-21 03:45:07,long,122.85,2021-07-21 03:46:01,SAIL,123.4000015258789,0.0,123.3000030517578
251,251.0,,,344.15,2021-07-21 03:45:07,short,344.15,2021-07-21 03:46:01,ORIENTELEC,334.79998779296875,0.0,336.54998779296875
252,252.0,,,256.5,2021-07-21 03:45:07,short,256.5,2021-07-21 03:46:01,WONDERLA,246.4499969482422,0.0,248.4499969482422
253,253.0,,,120.15,2021-07-21 03:45:09,long,120.15,2021-07-21 03:46:01,JINDALSAW,122.3000030517578,0.0,122.1999969482422
254,254.0,,,113.2,2021-07-21 03:45:09,long,113.2,2021-07-21 03:46:01,SCI,113.5999984741211,0.0,113.6500015258789
255,255.0,,,256.1,2021-07-21 03:45:09,long,256.1,2021-07-21 03:46:01,VEDL,259.1499938964844,0.0,259.20001220703125
256,256.0,,,205.35,2021-07-21 03:45:09,long,205.35,2021-07-21 03:46:01,SESHAPAPER,204.8000030517578,0.0,205.1999969482422
257,257.0,,,145.0,2021-07-21 03:45:09,long,145.0,2021-07-21 03:46:01,SHANTIGEAR,145.0,0.0,145.0
258,258.0,,,93.95,2021-07-21 03:45:09,short,93.95,2021-07-21 03:46:01,SHREDIGCEM,94.5999984741211,0.0,94.4499969482422
259,259.0,,,110.35,2021-07-21 03:45:09,long,110.35,2021-07-21 03:46:01,SHREYANIND,110.4499969482422,0.0,110.25
260,260.0,,,200.6,2021-07-21 03:45:09,long,200.6,2021-07-21 03:46:01,SHREYAS,203.3000030517578,0.0,204.0
261,261.0,,,49.1,2021-07-21 03:45:09,long,49.1,2021-07-21 03:46:01,SIMPLEXINF,48.900001525878906,0.0,49.20000076293945
262,262.0,,,793.2,2021-07-21 03:45:09,long,793.2,2021-07-21 03:46:01,LODHA,807.9000244140625,0.0,807.5999755859375
263,263.0,,,110.25,2021-07-21 03:45:09,long,110.25,2021-07-21 03:46:01,JTEKTINDIA,111.0,0.0,111.1999969482422
264,264.0,,,61.7,2021-07-21 03:45:09,long,61.7,2021-07-21 03:46:01,SPIC,62.0,0.0,61.84999847412109
265,265.0,,,512.7,2021-07-21 03:45:09,long,512.7,2021-07-21 03:46:01,SURYAROSNI,520.9000244140625,0.0,520.4500122070312
266,266.0,,,572.65,2021-07-21 03:45:09,long,572.65,2021-07-21 03:46:01,SMLISUZU,573.8499755859375,0.0,572.0999755859375
267,267.0,,,346.95,2021-07-21 03:45:09,long,346.95,2021-07-21 03:46:01,AGARIND,348.1000061035156,0.0,349.8500061035156
268,268.0,,,759.65,2021-07-21 03:45:09,long,759.65,2021-07-21 03:46:01,TATACHEM,767.4000244140625,0.0,767.0
269,269.0,,,121.8,2021-07-21 03:45:09,long,121.8,2021-07-21 03:46:01,TATAPOWER,122.6500015258789,0.0,122.6500015258789
270,270.0,,,302.15,2021-07-21 03:45:09,long,302.15,2021-07-21 03:46:01,TATAMOTORS,306.0,0.0,305.1499938964844
271,271.0,,,76.25,2021-07-21 03:45:09,long,76.25,2021-07-21 03:46:01,TFCILTD,76.69999694824219,0.0,76.69999694824219
272,272.0,,,59.1,2021-07-21 03:45:09,long,59.1,2021-07-21 03:46:01,THOMASCOOK,59.59999847412109,0.0,59.59999847412109
273,273.0,,,234.8,2021-07-21 03:45:09,long,234.8,2021-07-21 03:46:01,TINPLATE,238.3000030517578,0.0,238.0
274,274.0,,,169.4,2021-07-21 03:45:09,long,169.4,2021-07-21 03:46:01,TIRUMALCHM,168.4499969482422,0.0,167.60000610351562
275,275.0,,,158.55,2021-07-21 03:45:09,long,158.55,2021-07-21 03:46:01,UCALFUEL,161.35000610351562,0.0,161.35000610351562
276,276.0,,,332.1,2021-07-21 03:45:09,long,332.1,2021-07-21 03:46:01,UNICHEMLAB,335.25,0.0,334.5
277,277.0,,,188.8,2021-07-21 03:45:09,long,188.8,2021-07-21 03:46:01,UNIVCABLES,191.0500030517578,0.0,191.0500030517578
278,278.0,,,226.0,2021-07-21 03:45:09,long,226.0,2021-07-21 03:46:01,VLSFINANCE,227.6999969482422,0.0,227.1999969482422
279,279.0,,,69.4,2021-07-21 03:45:09,long,69.4,2021-07-21 03:46:01,WALCHANNAG,69.44999694824219,0.0,69.55000305175781
280,280.0,,,127.2,2021-07-21 03:45:09,long,127.2,2021-07-21 03:46:01,WATERBASE,128.89999389648438,0.0,128.75
281,281.0,,,242.0,2021-07-21 03:45:09,long,242.0,2021-07-21 03:46:01,WSTCSTPAPR,247.5,0.0,247.4499969482422
282,282.0,,,201.4,2021-07-21 03:45:09,long,201.4,2021-07-21 03:46:01,ZEEL,203.0500030517578,0.0,203.0500030517578
283,283.0,,,132.9,2021-07-21 03:45:09,long,132.9,2021-07-21 03:46:01,ZODIACLOTH,135.8000030517578,0.0,135.89999389648438
284,284.0,,,157.05,2021-07-21 03:45:09,long,157.05,2021-07-21 03:46:01,ZUARIGLOB,156.5500030517578,0.0,156.5500030517578
285,285.0,,,342.1,2021-07-21 03:45:09,long,342.1,2021-07-21 03:46:01,VARROC,343.0,0.0,343.20001220703125
286,286.0,,,944.5,2021-07-21 03:45:09,long,944.5,2021-07-21 03:46:01,HATSUN,954.4000244140624,0.0,953.6500244140624
287,287.0,,,70.35,2021-07-21 03:45:11,long,70.35,2021-07-21 03:46:01,PREMIERPOL,72.75,0.0,71.0999984741211
288,288.0,,,147.5,2021-07-21 03:45:11,long,147.5,2021-07-21 03:46:01,TNPL,148.5,0.0,148.5
289,289.0,,,113.25,2021-07-21 03:45:11,long,113.25,2021-07-21 03:46:01,NBVENTURES,113.9499969482422,0.0,113.8499984741211
290,290.0,,,103.75,2021-07-21 03:45:11,long,103.75,2021-07-21 03:46:01,AUSOMENT,104.0,0.0,103.9499969482422
291,291.0,,,343.45,2021-07-21 03:45:11,long,343.45,2021-07-21 03:46:01,PANACEABIO,341.79998779296875,0.0,341.29998779296875
292,292.0,,,237.9,2021-07-21 03:45:11,long,237.9,2021-07-21 03:46:01,MOTHERSUMI,240.1000061035156,0.0,240.1499938964844
293,293.0,,,748.05,2021-07-21 03:45:11,long,748.05,2021-07-21 03:46:01,VISAKAIND,754.4500122070312,0.0,756.9000244140625
294,294.0,,,199.25,2021-07-21 03:45:11,long,199.25,2021-07-21 03:46:01,STERTOOLS,200.5,0.0,200.0
295,295.0,,,165.65,2021-07-21 03:45:11,long,165.65,2021-07-21 03:46:01,JAGSNPHARM,165.9499969482422,0.0,165.75
296,296.0,,,303.7,2021-07-21 03:45:11,long,303.7,2021-07-21 03:46:01,HITECHGEAR,307.0,0.0,306.8999938964844
297,297.0,,,152.0,2021-07-21 03:45:11,long,152.0,2021-07-21 03:46:01,ELECTHERM,153.5500030517578,0.0,153.5500030517578
298,298.0,,,49.65,2021-07-21 03:45:11,long,49.65,2021-07-21 03:46:01,SIGIND,49.400001525878906,0.0,49.400001525878906
299,299.0,,,466.85,2021-07-21 03:45:11,long,466.85,2021-07-21 03:46:01,HERITGFOOD,465.0,0.0,465.0
300,300.0,,,71.5,2021-07-21 03:45:11,long,71.5,2021-07-21 03:46:01,BANKINDIA,72.0,0.0,71.94999694824219
301,301.0,,,114.05,2021-07-21 03:45:11,long,114.05,2021-07-21 03:46:01,INDSWFTLAB,123.5500030517578,0.0,122.8000030517578
302,302.0,,,641.9,2021-07-21 03:45:11,long,641.9,2021-07-21 03:46:01,ICICIBANK,643.1500244140625,0.0,643.2000122070312
303,303.0,,,344.35,2021-07-21 03:45:11,long,344.35,2021-07-21 03:46:01,SHARDACROP,345.0,0.0,345.0
304,304.0,,,614.15,2021-07-21 03:45:11,long,614.15,2021-07-21 03:46:01,CIGNITITEC,618.2000122070312,0.0,618.0
305,305.0,,,161.3,2021-07-21 03:45:11,long,161.3,2021-07-21 03:46:01,JAICORPLTD,163.4499969482422,0.0,163.14999389648438
306,306.0,,,65.95,2021-07-21 03:45:11,long,65.95,2021-07-21 03:46:01,GMDCLTD,66.8499984741211,0.0,66.8499984741211
307,307.0,,,362.65,2021-07-21 03:45:11,long,362.65,2021-07-21 03:46:01,ASAHIINDIA,364.0499877929688,0.0,363.4500122070313
308,308.0,,,152.65,2021-07-21 03:45:11,long,152.65,2021-07-21 03:46:01,TRIGYN,154.85000610351562,0.0,154.0
309,309.0,,,199.35,2021-07-21 03:45:11,long,199.35,2021-07-21 03:46:01,GRSE,200.0,0.0,200.0
310,310.0,,,113.2,2021-07-21 03:45:11,long,113.2,2021-07-21 03:46:01,KOTHARIPRO,113.1999969482422,0.0,113.1999969482422
311,311.0,,,89.7,2021-07-21 03:45:11,long,89.7,2021-07-21 03:46:01,ITDCEM,90.6999969482422,0.0,90.6999969482422
312,312.0,,,977.8,2021-07-21 03:45:13,long,977.8,2021-07-21 03:46:01,CYIENT,993.2999877929688,0.0,988.5
313,313.0,,,350.75,2021-07-21 03:45:13,long,350.75,2021-07-21 03:46:01,MONTECARLO,354.0,0.0,353.75
314,314.0,,,193.2,2021-07-21 03:45:13,long,193.2,2021-07-21 03:46:01,CYBERTECH,192.3999938964844,0.0,192.1999969482422
315,315.0,,,204.6,2021-07-21 03:45:13,short,204.6,2021-07-21 03:46:01,GOODLUCK,204.6000061035156,0.0,204.6000061035156
316,316.0,,,104.2,2021-07-21 03:45:13,short,104.2,2021-07-21 03:46:01,FCL,99.9000015258789,0.0,99.9000015258789
317,317.0,,,198.8,2021-07-21 03:45:13,long,198.8,2021-07-21 03:46:01,CAMLINFINE,203.8999938964844,0.0,203.5
318,318.0,,,85.2,2021-07-21 03:45:13,long,85.2,2021-07-21 03:46:01,NATIONALUM,86.4000015258789,0.0,86.4000015258789
319,319.0,,,100.5,2021-07-21 03:45:13,long,100.5,2021-07-21 03:46:01,LAMBODHARA,100.5,0.0,100.5
320,320.0,,,35.85,2021-07-21 03:45:13,long,35.85,2021-07-21 03:46:01,RSSOFTWARE,36.0,0.0,36.04999923706055
321,321.0,,,296.0,2021-07-21 03:45:13,long,296.0,2021-07-21 03:46:01,TECHNOE,300.8500061035156,0.0,300.1499938964844
322,322.0,,,768.1,2021-07-21 03:45:13,long,768.1,2021-07-21 03:46:01,SONATSOFTW,777.0,0.0,778.0
323,323.0,,,380.15,2021-07-21 03:45:13,long,380.15,2021-07-21 03:46:01,JINDALSTEL,384.75,0.0,384.75
324,324.0,,,977.2,2021-07-21 03:45:13,long,977.2,2021-07-21 03:46:01,HCLTECH,979.25,0.0,979.25
325,325.0,,,765.95,2021-07-21 03:45:13,long,765.95,2021-07-21 03:46:01,STAR,766.7999877929688,0.0,767.0
326,326.0,,,667.6,2021-07-21 03:45:13,long,667.6,2021-07-21 03:46:01,GLENMARK,677.25,0.0,676.9500122070312
327,327.0,,,557.6,2021-07-21 03:45:13,long,557.6,2021-07-21 03:46:01,WOCKPHARMA,559.9500122070312,0.0,559.8499755859375
328,328.0,,,100.3,2021-07-21 03:45:13,short,100.3,2021-07-21 03:46:01,ZENTEC,100.9000015258789,0.0,100.6999969482422
329,329.0,,,137.5,2021-07-21 03:45:13,long,137.5,2021-07-21 03:46:01,NRBBEARING,138.1999969482422,0.0,138.1999969482422
330,330.0,,,636.9,2021-07-21 03:45:13,long,636.9,2021-07-21 03:46:01,RAMCOSYS,638.0,0.0,638.0
331,331.0,,,108.0,2021-07-21 03:45:13,long,108.0,2021-07-21 03:46:01,INOXWIND,110.0,0.0,109.75
332,332.0,,,324.35,2021-07-21 03:45:13,long,324.35,2021-07-21 03:46:01,GEPIL,329.5,0.0,329.20001220703125
333,333.0,,,622.5,2021-07-21 03:45:13,long,622.5,2021-07-21 03:46:01,CADILAHC,622.5999755859375,0.0,622.6500244140625
334,334.0,,,730.0,2021-07-21 03:45:13,long,730.0,2021-07-21 03:46:01,RPSGVENT,744.8499755859375,0.0,744.7999877929688
335,335.0,,,88.3,2021-07-21 03:45:13,long,88.3,2021-07-21 03:46:01,SPENCERS,90.05000305175781,0.0,89.94999694824219
336,336.0,,,845.05,2021-07-21 03:45:13,long,845.05,2021-07-21 03:46:01,BLUESTARCO,846.5499877929688,0.0,847.0
337,337.0,,,429.8,2021-07-21 03:45:13,long,429.8,2021-07-21 03:46:01,XELPMOC,435.0,0.0,435.0
338,338.0,,,583.05,2021-07-21 03:45:13,long,583.05,2021-07-21 03:46:01,TVSMOTOR,587.4000244140625,0.0,587.0499877929688
339,339.0,,,173.45,2021-07-21 03:45:13,long,173.45,2021-07-21 03:46:01,CHALET,174.5500030517578,0.0,174.5
340,340.0,,,132.15,2021-07-21 03:45:13,long,132.15,2021-07-21 03:46:01,VETO,134.39999389648438,0.0,134.5
341,341.0,,,297.25,2021-07-21 03:45:13,long,297.25,2021-07-21 03:46:01,VRLLOG,301.8500061035156,0.0,301.6499938964844
342,342.0,,,57.55,2021-07-21 03:45:15,long,57.55,2021-07-21 03:46:01,USHAMART,58.09999847412109,0.0,58.0
343,343.0,,,102.5,2021-07-21 03:45:15,long,102.5,2021-07-21 03:46:01,UFO,103.5999984741211,0.0,103.5
344,344.0,,,168.25,2021-07-21 03:45:15,long,168.25,2021-07-21 03:46:01,ARVINDFASN,170.8000030517578,0.0,170.39999389648438
345,345.0,,,66.65,2021-07-21 03:45:15,long,66.65,2021-07-21 03:46:01,BALAJITELE,67.75,0.0,67.8499984741211
346,346.0,,,131.5,2021-07-21 03:45:15,long,131.5,2021-07-21 03:46:01,TAJGVK,132.5,0.0,132.5
347,347.0,,,295.6,2021-07-21 03:45:15,long,295.6,2021-07-21 03:46:01,MSTCLTD,299.29998779296875,0.0,299.0
348,348.0,,,88.85,2021-07-21 03:45:15,long,88.85,2021-07-21 03:46:01,SKIPPER,89.3499984741211,0.0,89.3499984741211
349,349.0,,,168.65,2021-07-21 03:45:15,long,168.65,2021-07-21 03:46:01,SAKAR,172.64999389648438,0.0,172.14999389648438
350,350.0,,,530.65,2021-07-21 03:45:15,long,530.65,2021-07-21 03:46:01,HIKAL,537.9000244140625,0.0,537.0999755859375
351,351.0,,,117.55,2021-07-21 03:45:15,long,117.55,2021-07-21 03:46:01,SMARTLINK,119.3499984741211,0.0,119.0999984741211
352,352.0,,,159.35,2021-07-21 03:45:15,long,159.35,2021-07-21 03:46:01,EMAMIPAP,160.0,0.0,160.0
353,353.0,,,59.6,2021-07-21 03:45:15,long,59.6,2021-07-21 03:46:01,CONFIPET,60.5,0.0,60.400001525878906
354,354.0,,,651.45,2021-07-21 03:45:15,long,651.45,2021-07-21 03:46:01,SYNGENE,660.0999755859375,0.0,659.7000122070312
355,355.0,,,482.0,2021-07-21 03:45:15,long,482.0,2021-07-21 03:46:01,KAYA,494.75,0.0,494.75
356,356.0,,,133.0,2021-07-21 03:45:15,long,133.0,2021-07-21 03:46:01,RAMASTEEL,133.5,0.0,135.0
357,357.0,,,90.45,2021-07-21 03:45:15,long,90.45,2021-07-21 03:46:01,SATIN,91.5999984741211,0.0,91.6500015258789
358,358.0,,,120.45,2021-07-21 03:45:15,long,120.45,2021-07-21 03:46:01,ARVSMART,121.9000015258789,0.0,121.9499969482422
359,359.0,,,789.9,2021-07-21 03:45:15,long,789.9,2021-07-21 03:46:01,POWERMECH,793.5,0.0,795.75
360,360.0,,,599.25,2021-07-21 03:45:15,long,599.25,2021-07-21 03:46:01,SHARDAMOTR,595.0,0.0,598.0
361,361.0,,,50.4,2021-07-21 03:45:15,long,50.4,2021-07-21 03:46:01,NAVKARCORP,51.650001525878906,0.0,51.5
362,362.0,,,275.6,2021-07-21 03:45:15,long,275.6,2021-07-21 03:46:01,KRBL,277.45001220703125,0.0,277.45001220703125
363,363.0,,,176.65,2021-07-21 03:45:15,long,176.65,2021-07-21 03:46:01,SHREEPUSHK,176.8000030517578,0.0,176.9499969482422
364,364.0,,,710.6,2021-07-21 03:45:15,short,710.6,2021-07-21 03:46:01,GUJGASLTD,714.2999877929688,0.0,714.0499877929688
365,365.0,,,525.75,2021-07-21 03:45:15,long,525.75,2021-07-21 03:46:01,BHARTIARTL,527.4000244140625,0.0,527.5
366,366.0,,,233.4,2021-07-21 03:45:15,long,233.4,2021-07-21 03:46:01,OLECTRA,237.0,0.0,235.0
367,367.0,,,306.45,2021-07-21 03:45:15,long,306.45,2021-07-21 03:46:01,PONNIERODE,306.45001220703125,0.0,306.45001220703125
368,368.0,,,65.4,2021-07-21 03:45:15,long,65.4,2021-07-21 03:46:01,OMAXAUTO,65.4000015258789,0.0,65.4000015258789
369,369.0,,,484.0,2021-07-21 03:45:17,long,484.0,2021-07-21 03:46:01,INFOBEAN,498.0,0.0,497.8500061035156
370,370.0,,,105.75,2021-07-21 03:45:17,long,105.75,2021-07-21 03:46:01,SATIA,106.1500015258789,0.0,105.9499969482422
371,371.0,,,217.45,2021-07-21 03:45:17,short,217.45,2021-07-21 03:46:01,CREATIVE,204.8000030517578,0.0,204.5
372,372.0,,,51.2,2021-07-21 03:45:17,long,51.2,2021-07-21 03:46:01,IDFCFIRSTB,51.59999847412109,0.0,51.59999847412109
373,373.0,,,164.85,2021-07-21 03:45:17,long,164.85,2021-07-21 03:46:01,SHK,167.0,0.0,167.0
374,374.0,,,58.6,2021-07-21 03:45:17,long,58.6,2021-07-21 03:46:01,VARDHACRLC,59.0,0.0,58.79999923706055
375,375.0,,,86.65,2021-07-21 03:45:17,long,86.65,2021-07-21 03:46:01,SUVEN,87.5,0.0,87.44999694824219
376,376.0,,,122.4,2021-07-21 03:45:17,long,122.4,2021-07-21 03:46:01,JSL,124.1999969482422,0.0,123.9499969482422
377,377.0,,,125.85,2021-07-21 03:45:17,long,125.85,2021-07-21 03:46:01,WELSPUNIND,127.5,0.0,127.1999969482422
378,378.0,,,60.9,2021-07-21 03:45:17,long,60.9,2021-07-21 03:46:01,JAIBALAJI,61.45000076293945,0.0,61.45000076293945
379,379.0,,,538.2,2021-07-21 03:45:17,long,538.2,2021-07-21 03:46:01,IGL,539.8499755859375,0.0,539.75
380,380.0,,,189.55,2021-07-21 03:45:17,long,189.55,2021-07-21 03:46:01,TVSELECT,189.8000030517578,0.0,191.0500030517578
381,381.0,,,384.35,2021-07-21 03:45:17,long,384.35,2021-07-21 03:46:01,DREDGECORP,388.9500122070313,0.0,388.6000061035156
382,382.0,,,814.25,2021-07-21 03:45:17,long,814.25,2021-07-21 03:46:01,UPL,821.2000122070312,0.0,820.7999877929688
383,383.0,,,99.5,2021-07-21 03:45:17,long,99.5,2021-07-21 03:46:01,PTC,99.6999969482422,0.0,99.75
384,384.0,,,762.05,2021-07-21 03:45:17,long,762.05,2021-07-21 03:46:01,VAIBHAVGBL,772.5,0.0,762.8499755859375
385,385.0,,,790.8,2021-07-21 03:45:17,long,790.8,2021-07-21 03:46:01,TTKHLTCARE,791.6500244140625,0.0,791.4500122070312
386,386.0,,,83.95,2021-07-21 03:45:17,short,83.95,2021-07-21 03:46:01,UMANGDAIRY,81.25,0.0,81.25
