,Return,Sharpe Ratio,Max Drawdown,win_pct
DIVISLAB.NS,-0.18959265833500383,-2.617005559534008,0.04046601386232868,14.285714285714285
BAJFINANCE.NS,0.5141295259919416,4.478058775001785,0.026966784640092334,50.0
JSWSTEEL.NS,-0.10962451468573631,-1.8088110200415985,0.04354565948258436,30.0
