Datetime,open,high,low,close,volume,VWAP,volume MA,previous day high,previous day low,intraday high,intraday low
2021-06-07 09:15:00+05:30,5800.0,5840.5,5767.75,5835.85009765625,0,,,0.0,0.0,0.0,0.0
2021-06-07 09:16:00+05:30,5836.35009765625,5836.35009765625,5816.5498046875,5825.7001953125,42293,5826.200032552083,,0.0,0.0,0.0,0.0
2021-06-07 09:17:00+05:30,5828.25,5828.25,5792.39990234375,5793.25,51603,5814.347471638196,,0.0,0.0,0.0,0.0
2021-06-07 09:18:00+05:30,5790.0,5790.0,5780.0498046875,5786.9501953125,46673,5804.824609481987,,0.0,0.0,0.0,0.0
2021-06-07 09:19:00+05:30,5787.5,5798.0,5786.0,5795.25,31311,5802.685727136802,,0.0,0.0,0.0,0.0
2021-06-07 09:20:00+05:30,5792.85009765625,5795.0,5770.64990234375,5785.9501953125,33776,5799.594976140185,,0.0,0.0,0.0,0.0
2021-06-07 09:21:00+05:30,5788.5,5790.7998046875,5781.2998046875,5788.60009765625,19641,5798.488241721015,,0.0,0.0,0.0,0.0
2021-06-07 09:22:00+05:30,5785.9501953125,5790.0,5779.85009765625,5779.85009765625,20626,5797.208790845881,,0.0,0.0,0.0,0.0
2021-06-07 09:23:00+05:30,5779.0498046875,5781.4501953125,5767.10009765625,5769.35009765625,25987,5794.860076084913,,0.0,0.0,0.0,0.0
2021-06-07 09:24:00+05:30,5770.0498046875,5771.85009765625,5743.14990234375,5747.0,52489,5788.248759361924,,0.0,0.0,0.0,0.0
2021-06-07 09:25:00+05:30,5746.7998046875,5753.75,5744.25,5745.0,30128,5784.800059294728,,0.0,0.0,0.0,0.0
2021-06-07 09:26:00+05:30,5742.25,5743.64990234375,5726.39990234375,5735.5498046875,46848,5779.010785728015,,0.0,0.0,0.0,0.0
2021-06-07 09:27:00+05:30,5733.5,5733.9501953125,5725.0,5730.0,33901,5775.166379443567,,0.0,0.0,0.0,0.0
2021-06-07 09:28:00+05:30,5727.4501953125,5730.0,5723.0,5725.25,22754,5772.728033415595,,0.0,0.0,0.0,0.0
2021-06-07 09:29:00+05:30,5722.5,5723.0,5715.75,5716.5,26018,5769.808750327815,,0.0,0.0,0.0,0.0
2021-06-07 09:30:00+05:30,5714.85009765625,5714.85009765625,5700.0,5708.25,41972,5764.852993697871,,0.0,0.0,0.0,0.0
2021-06-07 09:31:00+05:30,5708.39990234375,5713.7998046875,5704.0498046875,5709.60009765625,32751,5761.588092790453,,0.0,0.0,0.0,0.0
2021-06-07 09:32:00+05:30,5710.0,5710.0,5706.25,5707.2998046875,21695,5759.579621432055,,0.0,0.0,0.0,0.0
2021-06-07 09:33:00+05:30,5709.5498046875,5711.0,5706.0498046875,5710.0,29039,5757.170618168764,,0.0,0.0,0.0,0.0
2021-06-07 09:34:00+05:30,5708.0498046875,5710.0,5682.75,5684.2001953125,61254,5751.248133405356,33537.95,0.0,0.0,0.0,0.0
2021-06-07 09:35:00+05:30,5687.25,5697.0,5687.10009765625,5693.89990234375,31964,5748.5835016758765,35136.15,0.0,0.0,0.0,0.0
2021-06-07 09:36:00+05:30,5694.0498046875,5694.0498046875,5683.0,5689.7998046875,22229,5746.754972334411,34132.95,0.0,0.0,0.0,0.0
2021-06-07 09:37:00+05:30,5689.85009765625,5707.35009765625,5688.0,5706.85009765625,20635,5745.4812709724465,32584.55,0.0,0.0,0.0,0.0
2021-06-07 09:38:00+05:30,5707.4501953125,5711.2001953125,5706.5498046875,5710.0,25633,5744.2770540578995,31532.55,0.0,0.0,0.0,0.0
2021-06-07 09:39:00+05:30,5710.0,5710.9501953125,5706.14990234375,5710.75,17588,5743.496802098515,30846.4,0.0,0.0,0.0,0.0
2021-06-07 09:40:00+05:30,5710.0498046875,5715.75,5709.9501953125,5713.2001953125,23936,5742.5976675554975,30354.4,0.0,0.0,0.0,0.0
2021-06-07 09:41:00+05:30,5713.10009765625,5715.85009765625,5712.2001953125,5714.0,15029,5742.078754284972,30123.8,0.0,0.0,0.0,0.0
2021-06-07 09:42:00+05:30,5713.4501953125,5719.5,5708.39990234375,5714.64990234375,16255,5741.54151958916,29905.25,0.0,0.0,0.0,0.0
2021-06-07 09:43:00+05:30,5714.60009765625,5720.0,5711.5,5719.0498046875,14457,5741.125710064344,29328.75,0.0,0.0,0.0,0.0
2021-06-07 09:44:00+05:30,5719.4501953125,5724.89990234375,5716.7998046875,5723.85009765625,15841,5740.776472417923,27496.35,0.0,0.0,0.0,0.0
2021-06-07 09:45:00+05:30,5722.9501953125,5725.0,5712.0,5723.25,23824,5740.227573742255,27181.15,0.0,0.0,0.0,0.0
2021-06-07 09:46:00+05:30,5724.5,5727.35009765625,5716.64990234375,5720.0,12060,5739.977230921003,25441.75,0.0,0.0,0.0,0.0
2021-06-07 09:47:00+05:30,5719.7998046875,5720.0,5712.0,5713.0,11238,5739.672608065356,24308.6,0.0,0.0,0.0,0.0
2021-06-07 09:48:00+05:30,5712.0,5724.0,5712.0,5722.64990234375,7577,5739.508490578789,23549.75,0.0,0.0,0.0,0.0
2021-06-07 09:49:00+05:30,5723.0,5724.7998046875,5722.25,5723.64990234375,8302,5739.3672913677765,22663.95,0.0,0.0,0.0,0.0
2021-06-07 09:50:00+05:30,5723.0,5723.9501953125,5720.0,5722.60009765625,5325,5739.270220490598,20831.6,0.0,0.0,0.0,0.0
2021-06-07 09:51:00+05:30,5722.60009765625,5724.0,5722.0,5722.7998046875,5438,5739.176515941032,19465.95,0.0,0.0,0.0,0.0
2021-06-07 09:52:00+05:30,5722.9501953125,5727.0,5722.7998046875,5725.5,7957,5739.059359195206,18779.05,0.0,0.0,0.0,0.0
2021-06-07 09:53:00+05:30,5725.0,5734.0,5724.39990234375,5729.39990234375,15207,5738.906033221444,18087.45,0.0,0.0,0.0,0.0
2021-06-07 09:54:00+05:30,5730.0,5735.0,5729.89990234375,5735.0,13749,5738.827781887874,15712.2,0.0,0.0,0.0,0.0
