Datetime,open,high,low,close,volume,VWAP,volume MA,previous day high,previous day low,intraday high,intraday low
2021-06-07 09:34:00+05:30,4283.25,4291.0,4283.25,4290.25,5244,4276.8689877522465,1960.5,0.0,0.0,0.0,0.0
2021-06-07 09:35:00+05:30,4288.14990234375,4290.5,4288.0,4288.0,1774,4277.386866657695,2049.2,0.0,0.0,0.0,0.0
2021-06-07 09:36:00+05:30,4287.7998046875,4289.5,4286.0,4289.39990234375,1295,4277.7211334455405,1975.25,0.0,0.0,0.0,0.0
2021-06-07 09:37:00+05:30,4287.7998046875,4293.9501953125,4287.7998046875,4293.0,2986,4278.6355823324275,2034.15,0.0,0.0,0.0,0.0
2021-06-07 09:38:00+05:30,4293.9501953125,4298.39990234375,4293.9501953125,4298.39990234375,1922,4279.380199368697,2064.85,0.0,0.0,0.0,0.0
2021-06-07 09:39:00+05:30,4298.0,4298.60009765625,4296.64990234375,4297.0,1546,4279.952386150603,1902.65,0.0,0.0,0.0,0.0
2021-06-07 09:40:00+05:30,4298.0,4299.0,4297.5,4298.2001953125,1308,4280.430225603677,1828.95,0.0,0.0,0.0,0.0
2021-06-07 09:41:00+05:30,4298.2001953125,4298.2001953125,4289.0,4289.0,2815,4281.049961581816,1877.1,0.0,0.0,0.0,0.0
2021-06-07 09:42:00+05:30,4289.0,4296.60009765625,4289.0,4296.60009765625,1172,4281.332327293328,1790.0,0.0,0.0,0.0,0.0
2021-06-07 09:43:00+05:30,4298.0,4299.0,4297.0,4298.9501953125,1041,4281.653392957514,1787.25,0.0,0.0,0.0,0.0
2021-06-07 09:44:00+05:30,4298.60009765625,4299.0,4297.2001953125,4298.0498046875,2307,4282.314015385829,1855.75,0.0,0.0,0.0,0.0
2021-06-07 09:45:00+05:30,4298.5,4299.0,4295.0,4297.5498046875,2102,4282.839506651116,1895.7,0.0,0.0,0.0,0.0
2021-06-07 09:46:00+05:30,4297.64990234375,4299.0,4296.0498046875,4298.39990234375,4033,4283.790562255579,2041.95,0.0,0.0,0.0,0.0
2021-06-07 09:47:00+05:30,4298.39990234375,4298.9501953125,4296.0,4296.85009765625,607,4283.918140387381,2032.1,0.0,0.0,0.0,0.0
2021-06-07 09:48:00+05:30,4298.0,4299.0,4296.7998046875,4297.0,1197,4284.168880769018,2021.75,0.0,0.0,0.0,0.0
2021-06-07 09:49:00+05:30,4297.0,4298.89990234375,4296.0,4298.85009765625,420,4284.2567193645455,1948.95,0.0,0.0,0.0,0.0
2021-06-07 09:50:00+05:30,4298.85009765625,4298.85009765625,4291.7998046875,4292.0,906,4284.392126737837,1906.55,0.0,0.0,0.0,0.0
2021-06-07 09:51:00+05:30,4292.0,4292.89990234375,4289.0,4292.89990234375,1480,4284.548723911599,1780.35,0.0,0.0,0.0,0.0
2021-06-07 09:52:00+05:30,4291.2001953125,4293.0498046875,4291.0,4291.0,816,4284.63317476039,1789.1,0.0,0.0,0.0,0.0
2021-06-07 09:53:00+05:30,4291.10009765625,4291.10009765625,4287.10009765625,4288.60009765625,1497,4284.724572147662,1823.4,0.0,0.0,0.0,0.0
2021-06-07 09:54:00+05:30,4290.0,4291.0,4288.60009765625,4290.0,295,4284.746019184747,1575.95,0.0,0.0,0.0,0.0
2021-06-07 09:55:00+05:30,4290.7998046875,4291.0,4287.0498046875,4287.0498046875,317,4284.762173563258,1503.1,0.0,0.0,0.0,0.0
2021-06-07 09:56:00+05:30,4287.0498046875,4289.0,4287.0498046875,4288.60009765625,538,4284.788136065726,1465.25,0.0,0.0,0.0,0.0
2021-06-07 09:57:00+05:30,4289.0,4289.0,4282.0,4282.0,1306,4284.779987178793,1381.25,0.0,0.0,0.0,0.0
2021-06-07 09:58:00+05:30,4282.0,4283.0,4280.7998046875,4282.7001953125,706,4284.754917823372,1320.45,0.0,0.0,0.0,0.0
2021-06-07 09:59:00+05:30,4282.0498046875,4282.14990234375,4280.10009765625,4281.9501953125,815,4284.718173189297,1283.9,0.0,0.0,0.0,0.0
2021-06-07 10:00:00+05:30,4281.14990234375,4281.14990234375,4277.2998046875,4277.4501953125,3235,4284.464656430674,1380.25,0.0,0.0,0.0,0.0
2021-06-07 10:01:00+05:30,4277.25,4280.0,4277.25,4280.0,301,4284.443875922735,1254.55,0.0,0.0,0.0,0.0
2021-06-07 10:02:00+05:30,4280.0,4280.0,4279.0498046875,4280.0,454,4284.416308469605,1218.65,0.0,0.0,0.0,0.0
2021-06-07 10:03:00+05:30,4279.2001953125,4281.5498046875,4279.2001953125,4280.14990234375,325,4284.399315216651,1182.85,0.0,0.0,0.0,0.0
2021-06-07 10:04:00+05:30,4280.0,4281.5498046875,4280.0,4280.0,1793,4284.312854808773,1157.15,0.0,0.0,0.0,0.0
2021-06-07 10:05:00+05:30,4280.0,4281.10009765625,4279.64990234375,4279.64990234375,955,4284.263864037531,1099.8,0.0,0.0,0.0,0.0
2021-06-07 10:06:00+05:30,4281.5498046875,4281.5498046875,4279.60009765625,4281.25,867,4284.227391340536,941.5,0.0,0.0,0.0,0.0
2021-06-07 10:07:00+05:30,4279.25,4280.60009765625,4278.5498046875,4278.7001953125,608,4284.191152597734,941.55,0.0,0.0,0.0,0.0
2021-06-07 10:08:00+05:30,4279.2001953125,4279.9501953125,4278.0,4278.0,910,4284.131023218429,927.2,0.0,0.0,0.0,0.0
2021-06-07 10:09:00+05:30,4277.7001953125,4280.0,4277.0,4278.10009765625,1929,4284.001408575409,1002.65,0.0,0.0,0.0,0.0
2021-06-07 10:10:00+05:30,4278.10009765625,4279.89990234375,4278.10009765625,4279.39990234375,192,4283.990537713622,966.95,0.0,0.0,0.0,0.0
2021-06-07 10:11:00+05:30,4279.9501953125,4280.0,4275.10009765625,4275.10009765625,957,4283.910651332826,940.8,0.0,0.0,0.0,0.0
2021-06-07 10:12:00+05:30,4276.89990234375,4276.89990234375,4270.5,4275.0,3194,4283.564168350703,1059.7,0.0,0.0,0.0,0.0
2021-06-07 10:13:00+05:30,4275.0,4278.2998046875,4273.85009765625,4274.85009765625,736,4283.500200559982,1021.65,0.0,0.0,0.0,0.0
2021-06-07 10:14:00+05:30,4273.85009765625,4276.0,4273.35009765625,4274.4501953125,510,4283.450526654285,1032.4,0.0,0.0,0.0,0.0
2021-06-07 10:15:00+05:30,4274.4501953125,4275.0,4271.0,4273.2998046875,822,4283.358245974175,1057.65,0.0,0.0,0.0,0.0
2021-06-07 10:16:00+05:30,4272.5498046875,4273.9501953125,4272.5498046875,4272.7001953125,452,4283.308038589258,1053.35,0.0,0.0,0.0,0.0
2021-06-07 10:17:00+05:30,4272.7001953125,4273.9501953125,4272.7001953125,4272.7001953125,962,4283.203310486336,1036.15,0.0,0.0,0.0,0.0
2021-06-07 10:18:00+05:30,4272.7001953125,4272.9501953125,4271.25,4271.25,440,4283.150041641803,1022.85,0.0,0.0,0.0,0.0
2021-06-07 10:19:00+05:30,4270.89990234375,4272.0,4270.0,4270.9501953125,1975,4282.8998112889,1080.85,0.0,0.0,0.0,0.0
2021-06-07 10:20:00+05:30,4270.9501953125,4272.10009765625,4268.5498046875,4269.9501953125,2809,4282.538876836502,1059.55,0.0,0.0,0.0,0.0
2021-06-07 10:21:00+05:30,4269.0,4269.9501953125,4265.7001953125,4265.7001953125,1821,4282.259877759874,1135.55,0.0,0.0,0.0,0.0
2021-06-07 10:22:00+05:30,4268.4501953125,4275.0,4266.2998046875,4274.25,2368,4282.020610538958,1231.25,0.0,0.0,0.0,0.0
2021-06-07 10:23:00+05:30,4275.25,4275.89990234375,4273.39990234375,4275.89990234375,1297,4281.934154130856,1279.85,0.0,0.0,0.0,0.0
2021-06-07 10:24:00+05:30,4274.60009765625,4276.39990234375,4274.60009765625,4274.9501953125,407,4281.908437613139,1210.55,0.0,0.0,0.0,0.0
2021-06-07 10:25:00+05:30,4275.75,4276.0,4270.9501953125,4271.85009765625,1315,4281.7971439763805,1228.55,0.0,0.0,0.0,0.0
2021-06-07 10:26:00+05:30,4271.85009765625,4274.0,4271.5498046875,4271.5498046875,773,4281.728898365983,1223.85,0.0,0.0,0.0,0.0
2021-06-07 10:27:00+05:30,4271.35009765625,4273.2998046875,4271.0498046875,4272.0,631,4281.67244925651,1225.0,0.0,0.0,0.0,0.0
2021-06-07 10:28:00+05:30,4272.0,4273.14990234375,4271.0498046875,4271.0498046875,828,4281.59657051264,1220.9,0.0,0.0,0.0,0.0
2021-06-07 10:29:00+05:30,4270.9501953125,4272.0,4270.2998046875,4270.39990234375,993,4281.499363671864,1174.1,0.0,0.0,0.0,0.0
2021-06-07 10:30:00+05:30,4270.10009765625,4270.10009765625,4268.2001953125,4269.0498046875,1193,4281.365630940609,1224.15,0.0,0.0,0.0,0.0
